CustomerRiskRank,ChurnProbability,ChurnProbabilityPercent,RiskCategory,RetentionPriority
595,0.6878333452507789,68.78,High,High Priority
596,0.6877683549813411,68.78,High,High Priority
597,0.6874073046387673,68.74,High,High Priority
598,0.6873738455433931,68.74,High,High Priority
599,0.6872764808819256,68.73,High,High Priority
600,0.6871237542765807,68.71,High,High Priority
601,0.6870957914789473,68.71,High,High Priority
602,0.686901188243408,68.69,High,High Priority
603,0.6868636663636428,68.69,High,High Priority
604,0.6868341697328183,68.68,High,High Priority
605,0.6862438421137131,68.62,High,High Priority
606,0.6861662063525266,68.62,High,High Priority
607,0.6860817178874339,68.61,High,High Priority
608,0.6859945646931851,68.6,High,High Priority
609,0.6857200626840265,68.57,High,High Priority
610,0.6857064633084933,68.57,High,High Priority
611,0.685434984233866,68.54,High,High Priority
612,0.6852886809542634,68.53,High,High Priority
613,0.6851883751707655,68.52,High,High Priority
614,0.6851185191986574,68.51,High,High Priority
615,0.6849031565219941,68.49,High,High Priority
616,0.6837346518081985,68.37,High,High Priority
617,0.6834041580872722,68.34,High,High Priority
618,0.6831602537291158,68.32,High,High Priority
619,0.6831204426738027,68.31,High,High Priority
620,0.6827757441081415,68.28,High,High Priority
621,0.6827737514880173,68.28,High,High Priority
622,0.6825144625988087,68.25,High,High Priority
623,0.6822441969102994,68.22,High,High Priority
624,0.682212459296595,68.22,High,High Priority
625,0.6821795357351461,68.22,High,High Priority
626,0.6820815570867815,68.21,High,High Priority
627,0.6813019149546844,68.13,High,High Priority
628,0.68129902142395,68.13,High,High Priority
629,0.6811673921065785,68.12,High,High Priority
630,0.6810917716014477,68.11,High,High Priority
631,0.6807878129366423,68.08,High,High Priority
632,0.6805906396341785,68.06,High,High Priority
633,0.6804983408015084,68.05,High,High Priority
634,0.6801767336202784,68.02,High,High Priority
635,0.6799949686442586,68.0,High,High Priority
636,0.6799616369860813,68.0,High,High Priority
637,0.6798953751979672,67.99,High,High Priority
638,0.679751323675435,67.98,High,High Priority
639,0.6791276982272226,67.91,High,High Priority
640,0.6791269969771211,67.91,High,High Priority
641,0.6790690040969006,67.91,High,High Priority
642,0.6789551395514078,67.9,High,High Priority
643,0.6783182299816395,67.83,High,High Priority
644,0.6782931356982485,67.83,High,High Priority
645,0.6780324259592277,67.8,High,High Priority
646,0.6773319593107632,67.73,High,High Priority
647,0.676748631484734,67.67,High,High Priority
648,0.6767129163884266,67.67,High,High Priority
649,0.676652402729547,67.67,High,High Priority
650,0.6764407280933677,67.64,High,High Priority
651,0.6762423099936881,67.62,High,High Priority
652,0.6758970342316044,67.59,High,High Priority
653,0.6758054810343634,67.58,High,High Priority
654,0.6754455452741118,67.54,High,High Priority
655,0.675080511866526,67.51,High,High Priority
656,0.6749106976327168,67.49,High,High Priority
657,0.6746344866979597,67.46,High,High Priority
658,0.6740278192201805,67.4,High,High Priority
659,0.6736163352550221,67.36,High,High Priority
660,0.6733384820480693,67.33,High,High Priority
661,0.6731873803631377,67.32,High,High Priority
662,0.6731144686532797,67.31,High,High Priority
663,0.6725058463139533,67.25,High,High Priority
664,0.6720296289531009,67.2,High,High Priority
665,0.6716617967419235,67.17,High,High Priority
666,0.6715369385778233,67.15,High,High Priority
667,0.6715221221532031,67.15,High,High Priority
668,0.6710873535529414,67.11,High,High Priority
669,0.6708992998881859,67.09,High,High Priority
670,0.6700478389832846,67.0,High,High Priority
671,0.6695883480531315,66.96,High,High Priority
672,0.6692878963995494,66.93,High,High Priority
673,0.6688589359506248,66.89,High,High Priority
674,0.6686596294734529,66.87,High,High Priority
675,0.6685256256257318,66.85,High,High Priority
676,0.6684470564801369,66.84,High,High Priority
677,0.6676967506252126,66.77,High,High Priority
678,0.6674636478102555,66.75,High,High Priority
679,0.6673958154550795,66.74,High,High Priority
680,0.6670448790566883,66.7,High,High Priority
681,0.6667197026756401,66.67,High,High Priority
682,0.6666708656929274,66.67,High,High Priority
683,0.6666636161921791,66.67,High,High Priority
684,0.6665630430607975,66.66,High,High Priority
685,0.666310391014897,66.63,High,High Priority
686,0.6663093349169955,66.63,High,High Priority
687,0.6660725566457473,66.61,High,High Priority
688,0.6659399582164078,66.59,High,High Priority
689,0.6657873520155704,66.58,High,High Priority
690,0.6657351796846451,66.57,High,High Priority
691,0.6655551753582283,66.56,High,High Priority
692,0.6652858752572434,66.53,High,High Priority
693,0.664837236273873,66.48,High,High Priority
694,0.6647639807113619,66.48,High,High Priority
695,0.6646836302444816,66.47,High,High Priority
696,0.6646152399391448,66.46,High,High Priority
697,0.6645025502812023,66.45,High,High Priority
698,0.6642123421193038,66.42,High,High Priority
699,0.6641655441383547,66.42,High,High Priority
700,0.6635313627681713,66.35,High,High Priority
701,0.6634112925965513,66.34,High,High Priority
702,0.663323026728534,66.33,High,High Priority
703,0.6631421350657869,66.31,High,High Priority
704,0.6627870402436766,66.28,High,High Priority
705,0.6627785598484096,66.28,High,High Priority
706,0.6627500068154865,66.28,High,High Priority
707,0.662651297482331,66.27,High,High Priority
708,0.6626369871824288,66.26,High,High Priority
709,0.6624220787960275,66.24,High,High Priority
710,0.6621691882628874,66.22,High,High Priority
711,0.6621522420132899,66.22,High,High Priority
712,0.6618044565974108,66.18,High,High Priority
713,0.6618006606425596,66.18,High,High Priority
714,0.6617911512226436,66.18,High,High Priority
715,0.6616481465042755,66.16,High,High Priority
716,0.661504294363857,66.15,High,High Priority
717,0.6613879782764576,66.14,High,High Priority
718,0.6607721740449577,66.08,High,High Priority
719,0.6604062975480706,66.04,High,High Priority
720,0.6601638356409223,66.02,High,High Priority
721,0.6598661811998269,65.99,High,High Priority
722,0.659798450713866,65.98,High,High Priority
723,0.6596843096210849,65.97,High,High Priority
724,0.6596205181302279,65.96,High,High Priority
725,0.6589056238304029,65.89,High,High Priority
726,0.6588430554369312,65.88,High,High Priority
727,0.6587429914735434,65.87,High,High Priority
728,0.6587050992896424,65.87,High,High Priority
729,0.6586147977987662,65.86,High,High Priority
730,0.6583939751948946,65.84,High,High Priority
731,0.6583687603117665,65.84,High,High Priority
732,0.6580416931475136,65.8,High,High Priority
733,0.6579645340252992,65.8,High,High Priority
734,0.6575363620563333,65.75,High,High Priority
735,0.6575059112453514,65.75,High,High Priority
736,0.6572758965651906,65.73,High,High Priority
737,0.6572046389315325,65.72,High,High Priority
738,0.6571660304191898,65.72,High,High Priority
739,0.6570440747566737,65.7,High,High Priority
740,0.65603251236073,65.6,High,High Priority
741,0.6558792552391086,65.59,High,High Priority
742,0.6556088657827817,65.56,High,High Priority
743,0.6555941401092557,65.56,High,High Priority
744,0.6554264064716241,65.54,High,High Priority
745,0.6553076122327122,65.53,High,High Priority
746,0.6552626740306833,65.53,High,High Priority
747,0.6550321563912134,65.5,High,High Priority
748,0.6545602910621513,65.46,High,High Priority
749,0.6544893310883513,65.45,High,High Priority
750,0.6541521619564422,65.42,High,High Priority
751,0.6537558138597163,65.38,High,High Priority
752,0.6535065337859658,65.35,High,High Priority
753,0.6527858506799269,65.28,High,High Priority
754,0.6517110694087902,65.17,High,High Priority
755,0.6512685487156692,65.13,High,High Priority
756,0.6512002823131701,65.12,High,High Priority
757,0.6510180791619959,65.1,High,High Priority
758,0.6510121317299689,65.1,High,High Priority
759,0.6509585076095823,65.1,High,High Priority
760,0.6507084324400856,65.07,High,High Priority
761,0.65065566573368,65.07,High,High Priority
762,0.650517792289653,65.05,High,High Priority
763,0.6505126414763712,65.05,High,High Priority
764,0.6503518784336952,65.04,High,High Priority
765,0.6501910047918956,65.02,High,High Priority
766,0.6496822159869572,64.97,High,High Priority
767,0.6495985016175724,64.96,High,High Priority
768,0.6492459878067327,64.92,High,High Priority
769,0.6488845164893982,64.89,High,High Priority
770,0.6488410979022418,64.88,High,High Priority
771,0.6487702188071001,64.88,High,High Priority
772,0.6483721262524273,64.84,High,High Priority
773,0.6475796469453182,64.76,High,High Priority
774,0.6475513635593421,64.76,High,High Priority
775,0.647308000205908,64.73,High,High Priority
776,0.6468955880771547,64.69,High,High Priority
777,0.6468556194102347,64.69,High,High Priority
778,0.6466700678181856,64.67,High,High Priority
779,0.6465075161354408,64.65,High,High Priority
780,0.6463092281648396,64.63,High,High Priority
781,0.6461453083834392,64.61,High,High Priority
782,0.6461026517871513,64.61,High,High Priority
783,0.6460668055626161,64.61,High,High Priority
784,0.646037908990513,64.6,High,High Priority
785,0.6455204057540518,64.55,High,High Priority
786,0.6452686439743134,64.53,High,High Priority
787,0.6452275795940142,64.52,High,High Priority
788,0.6447305748318534,64.47,High,High Priority
789,0.6446994190113625,64.47,High,High Priority
790,0.6445029156937566,64.45,High,High Priority
791,0.6440011661275412,64.4,High,High Priority
792,0.6432839887611915,64.33,High,High Priority
793,0.6432106309343432,64.32,High,High Priority
794,0.643209362946281,64.32,High,High Priority
795,0.6430723156019588,64.31,High,High Priority
796,0.6428503547988503,64.29,High,High Priority
797,0.6428193432478548,64.28,High,High Priority
798,0.6427038655283781,64.27,High,High Priority
799,0.6426303491736238,64.26,High,High Priority
800,0.6425052240411819,64.25,High,High Priority
801,0.6424401790595254,64.24,High,High Priority
802,0.6422572163917031,64.23,High,High Priority
803,0.6422544454290965,64.23,High,High Priority
804,0.6421856835067198,64.22,High,High Priority
805,0.6421838629131139,64.22,High,High Priority
806,0.6419400628507345,64.19,High,High Priority
807,0.6418325002348526,64.18,High,High Priority
808,0.6417994323029518,64.18,High,High Priority
809,0.6416532020077702,64.17,High,High Priority
810,0.6413626815869021,64.14,High,High Priority
811,0.6411791614537015,64.12,High,High Priority
812,0.6411399338472937,64.11,High,High Priority
813,0.6407515606924894,64.08,High,High Priority
814,0.6407129963181535,64.07,High,High Priority
815,0.6403814562887723,64.04,High,High Priority
816,0.640239891508469,64.02,High,High Priority
817,0.6402287932785959,64.02,High,High Priority
818,0.6395496341828424,63.95,High,High Priority
819,0.6395314133778471,63.95,High,High Priority
820,0.6395031070758463,63.95,High,High Priority
821,0.6393644275475425,63.94,High,High Priority
822,0.6392106794339439,63.92,High,High Priority
823,0.6390482695501146,63.9,High,High Priority
824,0.6389738627335773,63.9,High,High Priority
825,0.6387861774658479,63.88,High,High Priority
826,0.6384493182106308,63.84,High,High Priority
827,0.6384405759586194,63.84,High,High Priority
828,0.6380958151897541,63.81,High,High Priority
829,0.6373877214035897,63.74,High,High Priority
830,0.63728223146191,63.73,High,High Priority
831,0.6367799053743084,63.68,High,High Priority
832,0.6366632047992818,63.67,High,High Priority
833,0.6365677262516622,63.66,High,High Priority
834,0.6359053278514002,63.59,High,High Priority
835,0.6357643859291785,63.58,High,High Priority
836,0.6354632131113332,63.55,High,High Priority
837,0.6354091665636552,63.54,High,High Priority
838,0.6351545913049889,63.52,High,High Priority
839,0.6351314554802202,63.51,High,High Priority
840,0.6350339395434428,63.5,High,High Priority
841,0.634645432497064,63.46,High,High Priority
842,0.634331298881473,63.43,High,High Priority
843,0.6342943984945214,63.43,High,High Priority
844,0.6342325880137664,63.42,High,High Priority
845,0.6339275382153221,63.39,High,High Priority
846,0.6337654775762246,63.38,High,High Priority
847,0.6336823161397198,63.37,High,High Priority
848,0.633403673824602,63.34,High,High Priority
849,0.6332982895336827,63.33,High,High Priority
850,0.633238192727391,63.32,High,High Priority
851,0.6330122349808855,63.3,High,High Priority
852,0.6329636770154421,63.3,High,High Priority
853,0.6329617856603472,63.3,High,High Priority
854,0.6328089962826878,63.28,High,High Priority
855,0.632714641345091,63.27,High,High Priority
856,0.6324917310609355,63.25,High,High Priority
857,0.6324214776775139,63.24,High,High Priority
858,0.6322805282321102,63.23,High,High Priority
859,0.6321944955507552,63.22,High,High Priority
860,0.6315631480387666,63.16,High,High Priority
861,0.6314995827926889,63.15,High,High Priority
862,0.6309074934655483,63.09,High,High Priority
863,0.6307244355022745,63.07,High,High Priority
864,0.6306798177290409,63.07,High,High Priority
865,0.6302578702176229,63.03,High,High Priority
866,0.6300164059028703,63.0,High,High Priority
867,0.6299121197812283,62.99,High,High Priority
868,0.6297783924719285,62.98,High,High Priority
869,0.6295647281992777,62.96,High,High Priority
870,0.6295267773307979,62.95,High,High Priority
871,0.6292752328396833,62.93,High,High Priority
872,0.629015891424665,62.9,High,High Priority
873,0.6289535324385089,62.9,High,High Priority
874,0.6288699294128705,62.89,High,High Priority
875,0.628843827558939,62.88,High,High Priority
876,0.6286278228585025,62.86,High,High Priority
877,0.6285623139573586,62.86,High,High Priority
878,0.628510421910447,62.85,High,High Priority
879,0.6284944198483867,62.85,High,High Priority
880,0.6283918381271654,62.84,High,High Priority
881,0.6282972575049991,62.83,High,High Priority
882,0.6279457914921228,62.79,High,High Priority
883,0.6277755861843627,62.78,High,High Priority
884,0.6276696171229716,62.77,High,High Priority
885,0.6276605428152525,62.77,High,High Priority
886,0.6274664121503476,62.75,High,High Priority
887,0.6273422536221194,62.73,High,High Priority
888,0.6268602087695863,62.69,High,High Priority
889,0.6266950855112776,62.67,High,High Priority
890,0.6266282045243702,62.66,High,High Priority
891,0.626611087681394,62.66,High,High Priority
892,0.6265996141155913,62.66,High,High Priority
893,0.6265437998961377,62.65,High,High Priority
894,0.626489135636395,62.65,High,High Priority
895,0.6263601440696449,62.64,High,High Priority
896,0.6262612578465726,62.63,High,High Priority
897,0.6260701407765803,62.61,High,High Priority
898,0.6260583250767445,62.61,High,High Priority
899,0.6259509560307408,62.6,High,High Priority
900,0.6257775013273332,62.58,High,High Priority
901,0.625642133217102,62.56,High,High Priority
902,0.6255246486081378,62.55,High,High Priority
903,0.6253232246831122,62.53,High,High Priority
904,0.6252644739031378,62.53,High,High Priority
905,0.6251195439648971,62.51,High,High Priority
906,0.6247855120178456,62.48,High,High Priority
907,0.6247094011922473,62.47,High,High Priority
908,0.6245288628396428,62.45,High,High Priority
